x,y
47.86631964652939,63.81009223740969
49.08475736806756,39.08701802269755
31.048579906757766,30.830685482852616
52.18395755009914,60.643220196731725
72.24044449955633,35.80760978139856
30.700734231909998,36.310656847946966
19.390201021659802,55.391286909825034
21.89375264662673,45.90901704443873
20.92341881837745,51.44202913367629
17.3829859670398,66.44605087915917
72.12325365841606,8.323741586270506
59.27784653185256,95.12777813950424
73.34086214646682,44.97174105667837
21.025979846089538,43.56683360535128
91.23695733965077,19.18304198512383
34.699928639082145,60.63287638214372
46.525159352022904,59.3404065970239
83.68590893360978,67.31932218521823
66.25820771738745,47.445052025424616
87.5441498691026,33.32646867480662
52.338924290752566,28.785468471402165
93.87698569226339,9.986126232036696
80.25585401663706,37.29012126865889
13.653825371556206,48.74410392540237
76.62043133695587,98.91964636394212
31.629215830855873,98.56687646728308
64.94595532101965,86.2208459911568
87.8197729744253,39.29338526339789
66.59006931397046,48.00398421809271
52.77792975261837,71.05408892802086
16.103845461016807,4.408056804475025
52.460574055745965,75.57709642040464
58.92142683013286,40.743522964235915
2.4223615745549876,51.74681973093257
43.01778068200856,0.11523700783080404
90.04190104397118,84.37521468103205
28.376078738259846,81.67687800265395
40.74508603371739,94.85039520116067
78.3461148091227,8.954595984557079
54.823088785845556,21.860525042061607
81.45455241300162,77.66501157902646
13.839412329563682,12.413800100417582
92.83673438435038,14.711177492377326
98.45797638574697,66.28436818700312
5.98583149360169,49.787286459471716
11.736070053856206,2.543555926255936
70.32977751470459,35.15105600971111
27.608656966385283,39.330468026147244
25.438401142922118,99.79273658042736
91.93558935530072,87.03726045391035
44.20562951308429,15.85115637075022
35.75880175793608,93.89046129219956
40.60423387347099,18.930545682332323
12.15935222415263,61.48631386296862
50.265550112926945,13.830775566380915
28.30339111949135,89.29122172420483
7.854248443050449,31.432283859231347
41.737008687945995,27.485659822489282
43.42605478750487,37.9478298956916
10.692304294444222,87.21625897858952
17.514760752098002,59.789530079454664
8.92493673886532,24.510471022170222
14.087924395009955,66.76244261642057
83.58135145019197,93.87103269615794
3.3331721613015453,40.25213275335098
50.86901997998473,90.38471299639355
19.86550895875704,44.10239287468545
91.81413938948003,46.10593214088515
78.94412203367163,75.95777490517483
20.32850659410498,38.854751826770716
47.39585801351871,96.856792054645
26.87974753977649,43.883984133766205
45.0878407802634,78.59929947565894
79.36382017739524,39.450152488802814
68.04310317654534,89.7121325367353
40.254609607571126,27.826761385212006
47.8142487783075,1.1734357200111734
99.61078572737507,59.06431637255055
1.4392674911739678,15.6654437837631
33.649314813949815,50.074183728379985
64.18881687031875,83.12748641770484
31.256794524227704,70.09392717752797
68.58917886609139,11.188586473873007
43.55703770224891,20.27315978081021
5.483699255321161,94.70505452646479
2.3116186704517983,53.66381339910655
86.98503762217868,66.8892002432447
15.053899452447595,36.56591259061322
94.4313249882324,5.5260647873566215
23.586456601099247,38.54319805487477
45.2349530811475,62.25254764098044
71.58271338383292,96.14612666884504
7.812607288588214,89.6101819000583
38.945233574247496,39.273680523660715
78.40293366802655,42.50494895666462
45.580787736873916,53.22168555711726
73.68753091744112,84.46196528665938
46.94734026347073,58.325290131307206
39.1654236757587,32.667336036298764
4.519198991700413,3.7545402690847163
