x,y
63.942679845788376,2.5010755222666936
27.502931836911927,22.321073814882276
73.64712141640123,67.66994874229113
89.21795677048453,8.693883262941615
42.192181968527045,2.9797219438070344
21.863797480360336,50.53552881033624
2.6535969683863625,19.88376506866485
64.98844377795233,54.49414806032167
22.044062204069668,58.92656838759087
80.94304566778267,0.6498759678061017
80.58192518328079,69.81393949882269
34.02505165179919,15.547949981178155
95.72130722067811,33.65945451126267
9.27458433801479,9.6716376833464
84.74943663474598,60.37260313668911
80.71282732743802,72.9731786693818
53.62280914547007,97.31157639793706
37.853437720835345,55.2040631273227
82.94046642529949,61.85197523642461
86.17069003107773,57.735214525676206
70.45718362149235,4.5824383655662215
22.789827565154685,28.938796360210716
7.9791976923627495,23.27908863610302
10.100142940972912,27.79736031100921
63.56844442644002,36.48321789700842
